"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MCMA472"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"472"	"472_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA474"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"474"	"474_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA477"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"477"	"477_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA478"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"478"	"478_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA480"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"480"	"480_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA484"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"484"	"484_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA489"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"489"	"489_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA491"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"491"	"491_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA493"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"493"	"493_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA495"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"495"	"495_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA496"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"496"	"496_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA497"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"497"	"497_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA501"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"501"	"501_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA502"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"502"	"502_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA503"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"503"	"503_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA513"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"513"	"513_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA515"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"515"	"515_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA516"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"516"	"516_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA523"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"523"	"523_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA526"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"526"	"526_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA528"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"528"	"528_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA533"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"533"	"533_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA534"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"534"	"534_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
"MCMA535"	"Extraction"	"dried samples resuspended in hexanes"	"other"	""	"Chromatography"	"Agilent 6890N GC"	""	""	"VF5-MS 30 m x 0.25 mm, 0.25 μm (Agilent)"	"phenyl-methyl column"	""	""	""	""	"Mass spectrometry"	"positive"	"30-500"	"LECO Pegasus III mass spectrometer"	""	""	"electron ionisation"	""	""	"time-of-flight"	""	""	"535"	"535_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_nmfi_and_bsi_diagnosis_metabolite_profiling_mass_spectrometry-2_v2_maf.tsv"
