"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"1014_N"	"1035_N"	"1016_N"	"1037_N"	"1058_N"	"1018_N"	"1039_N"	"1052_N"	"1050_N"	"1010_N"	"1031_N"	"1056_N"	"1012_N"	"1033_N"	"1054_N"	"1002_N"	"1048_N"	"1004_N"	"1027_N"	"1046_N"	"1006_N"	"1029_N"	"1040_N"	"1061_N"	"1021_N"	"1044_N"	"1067_N"	"1023_N"	"1042_N"	"1065_N"	"1013_N"	"1036_N"	"1059_N"	"1038_N"	"1057_N"	"1017_N"	"1019_N"	"1051_N"	"1030_N"	"1032_N"	"1055_N"	"1011_N"	"1034_N"	"1053_N"	"1003_N"	"1024_N"	"1049_N"	"1005_N"	"1026_N"	"1068_N"	"1007_N"	"1009_N"	"1041_N"	"1062_N"	"1060_N"	"1020_N"	"1045_N"	"1066_N"	"1001_N"	"1043_N"	"1064_N"
"ID_2281_ON"	""	""	""	"Deoxycholic acid 3-glucuronide | (3alpha |5beta |7alpha)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-beta-D-Glucopyranosiduronic acid | 3alpha |6alpha-dihydroxy-5beta-cholan-24-oic acid 3-D-glucuronide | UDP glycosyltransferase 1 family polypeptide A7 | Gastrotropin | 3-O-Mycarosylerythronolide B"	"567.3165462"	""	"M-H | M-H | M-H | M-H | M-H | M+Na-2H"	"1"	"631.2822784"	""	""	""	""	"3"	""	""	""	""	""	""	"10646.66992"	"23571.10742"	"12938.01563"	""	""	""	""	"14061.74023"	"34688.19922"	"11159.26855"	"28708.67188"	"40056.42578"	"67689.04688"	"26522.87305"	"16963.24805"	"73656.73438"	"39335.63281"	"48077.08984"	"40963.78516"	"27215.16016"	"9472.464844"	""	"67381.32031"	"19210.40234"	""	"16159.08594"	""	"9769.629883"	"28494.89648"	"28272.51953"	"14070.94141"	""	"16569.48438"	"14726.17383"	"38301.39844"	""	"9154.71582"	""	""	""	"102435.3594"	""	"21670.60547"	"18665.77344"	"26216.16602"	""	""	"6436.921387"	"102820.7344"	"29040.08984"	"40297.82422"	"351848.1563"	"22079.78125"	""	"34990.27344"	""	""	"34807.42578"	""	"18862.80664"	""
"ID_2282_ON"	""	""	""	"1-tridecanoyl-2-(5Z |8Z |11Z |14Z-eicosatetraenoyl)-sn-glycerol | 1-tridecanoyl-2-(9Z-octadecenoyl)-sn-glycerol | 1-tetradecanoyl-2-(9Z-heptadecenoyl)-sn-glycerol | 1-(9Z-pentadecenoyl)-2-(9Z |12Z |15Z-octadecatrienoyl)-sn-glycerol | 1-(9Z-pentadecenoyl)-2-hexadecanoyl-sn-glycerol | 1-pentadecanoyl-2-(9Z-hexadecenoyl)-sn-glycerol | 1-(9Z-tetradecenoyl)-2-heptadecanoyl-sn-glycerol | 32 |35-anhydrobacteriohopaneterol | RAS guanyl-releasing protein 4 | RAS guanyl-releasing protein 4 | RAS guanyl-releasing protein 4 | RAS guanyl-releasing protein 4 | Pleckstrin homology domain-containing family M member 1 | Pleckstrin homology domain-containing family M member 1"	"573.4507589"	""	"M-H | M+Na-2H | M+Na-2H | M-H | M+Na-2H | M+Na-2H | M+Na-2H | M+HCOOH-H | M+Na-2H | M-H | M+Na-2H | M-H | M+Na-2H | M-H"	"1"	"810.7772003"	""	""	""	""	"3"	""	""	""	""	""	""	"63417.99609"	"169056.5625"	"87576.1875"	"74646.41406"	"160644.1094"	"378637.125"	"100796.625"	"84711.50781"	"84274.13281"	"145216.0313"	"84756.71094"	"200080.9688"	"51915.28125"	"89543.44531"	"101299.0703"	"69128.125"	"258627"	"118922.9609"	"91372.625"	"105170.9219"	"63710.34375"	"78489.99219"	"92787.21094"	"124825.4766"	"138989.4375"	"220489.8906"	"166699.3281"	"84600.60156"	"165639.4844"	"221362.5625"	"75171.85938"	"319329.7188"	"223250.9063"	"99061.40625"	"109112.5156"	"298340.125"	"177888.75"	"226848.2188"	"88083.75"	"88248.03125"	"107626"	"92616.47656"	"201907.8594"	"117079.6406"	"166678.9688"	"58929.375"	"79390.28906"	"73308.39844"	"76143.14063"	"259068.4531"	"86076.26563"	"365007.25"	"199487.6563"	"118064.4766"	"91083.48438"	""	"157631.3594"	"161202.8438"	"56029.0625"	"88984.19531"	"131958.6875"
"ID_22844_ON"	""	""	""	"Uteroglobin | Uteroglobin | Uteroglobin | 1-(5Z |8Z |11Z |14Z |17Z-eicosapentaenoyl)-2-(1Z |9Z-octadecadienyl)-sn-glycero-3-phosphocholine | 1-(5Z |8Z |11Z |14Z |17Z-eicosapentaenoyl)-2-(1Z |11Z-octadecadienyl)-sn-glycero-3-phosphocholine | Uteroglobin | Uteroglobin | Uteroglobin | 1-(1Z-hexadecenyl)-2-(4Z |7Z |10Z |13Z |16Z |19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine"	"834.5640413"	""	"M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H"	"1"	"971.2481823"	""	""	""	""	"3"	""	""	""	""	""	""	"26393.79492"	"21696.86523"	"18175.95898"	"18604.79297"	"23195.55859"	"23793.37109"	"16839.80469"	"34053.77344"	"21202.2207"	"22632.42969"	"15269.12793"	"42114.07813"	"27009.95898"	"13397.43262"	"20473.75586"	"16333.99707"	"18215.11719"	"21125.17773"	"15652.09668"	"23287.60547"	"23132.5918"	"32742.69531"	"20890.56641"	"18378.21289"	"35327.50391"	"23186.85156"	"19967.4043"	"23361.67578"	"27575.96094"	"20051.4668"	"18489.69727"	"24240.83789"	"24943.67578"	"16832.12695"	"24170.39258"	"15199.74609"	"15966.73828"	"34648.55078"	"20888.66406"	"27363.68945"	"34612.82813"	"12574.24902"	"20492.66016"	"21866.47656"	"28683.86328"	"22607.96484"	"16163.12402"	"35493.09375"	"18554.78906"	"25054.00195"	"18245.9043"	"12980.23242"	"20291.10547"	"25053.40039"	"28020.51953"	"15667.60352"	"19805.95508"	"18268.11719"	"19114.38672"	"18541.44922"	"25632.7207"
"ID_22857_ON"	""	""	""	"12Z |15Z-heneicosadienoic acid | 5Z |16Z-heneicosadienoic acid | 5Z |14Z-heneicosadienoic acid | 6-Hydroxy-(E |E)-7 |9-heneicosadien-11-one | cis-6R |7S-cis-9R |10S-Diepoxy-3Z-heneicosene | (3S |4R)-(6S |7R)-Diepoxy-9Z-heneicosene | (3S |4R)-(6R |7S)-Diepoxy-9Z-heneicosene | (3R |4S)-(6S |7R)-Diepoxy-9Z-heneicosene | Octadecyl fumarate | 19-methyl-5E |9E-eicosadienoic acid | 19-methyl-5Z |9Z-eicosadienoic acid | 18-methyl-5Z |9Z-eicosadienoic acid"	"367.2843947"	""	"M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H"	"1"	"782.8810525"	""	""	""	""	"3"	""	""	""	""	""	""	"4377.404297"	"5858.617676"	"5951.544922"	"3730.803711"	"3241.105469"	"7258.146484"	"3826.041016"	"2808.915771"	"4523.199219"	"3171.858154"	"4536.022949"	"9655.03125"	"31029.33008"	"2361.552979"	"3437.458252"	"3604.81958"	"8470.954102"	"3378.124268"	"14554.18945"	"4759.645508"	"6989.036621"	"7118.230957"	"4017.331787"	"6056.633301"	"3497.621338"	"4421.428711"	"4937.902832"	"3967.571777"	"4159.388672"	"4897.898926"	"4914.917969"	"6458.030273"	"3982.466309"	"5032.665039"	"3233.45752"	"13381.04102"	"13392.13867"	"7040.416504"	"2979.275879"	"3789.142822"	"4473.431641"	"9472.607422"	"10516.19531"	"4394.551758"	"8190.710938"	"2170.633789"	"3384.047119"	"1875.75415"	"4248.269043"	"10899.96289"	"2416.194336"	"3118.613525"	"8713.18457"	"3563.783203"	"2804.51416"	""	"3780.116943"	"6933.912598"	"17628.31641"	"10490.18652"	"4484.967773"
"ID_229_ON"	""	""	""	"Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 | Isocitrate dehydrogenase [NADP] | mitochondrial | d-glucaro-1 |4-lactone | 2 |5-Didehydro-D-gluconate | D-threo-Isocitric acid | (R)-citramalate | Oxaloacetate 4-methyl ester | Carboxymethyloxysuccinate | 2 |3-dioxo-4R |5S |6-trihydroxy-hexanoic acid | 3-oxoglutaric acid | 2-Dehydro-3-deoxy-D-glucarate | Phytanoyl-CoA dioxygenase | peroxisomal | (1S |2S)-1-Hydroxypropane-1 |2 |3-tricarboxylate | (4R |5S)-4 |5 |6-Trihydroxy-2 |3-dioxohexanoate | (S)-citramalate | 5-Hydroxy-2 |4-dioxopentanoate | 2-Dehydro-3-deoxy-D-alabinonate | 5-Ureido-4-imidazole carboxylate | (S)-2-hydroxyglutarate | (R)-2-hydroxyglutarate | Dehydro-D-arabinono-1 |4-lactone | Methyloxaloacetate | Citrate | 2-Oxoglutarate | 5-Dehydro-4-deoxy-D-glucarate | Isocitrate | (1R |2S)-1-Hydroxypropane-1 |2 |3-tricarboxylate | Diketogulonic acid | 4-deoxy-D-glucarate | 2 |3-Diketo-L-gulonate | &beta;-methyl-D-malate | (1R |2R)-Isocitric acid"	"191.0192566"	""	"M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M+HCOOH-H | M-H | M+HCOOH-H | M-H | M-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+Na-2H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M-H | M+HCOOH-H | M-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M-H"	"1"	"60.52414853"	""	""	""	""	"3"	""	""	""	""	""	""	"3118455.25"	"2050188.5"	"2107276.5"	"1470287.875"	"1735358.5"	"1965013.125"	"1306667.125"	"1177212"	"940217.375"	"1076435.875"	"2135196.25"	"953151.8125"	"1475820.5"	"1839948.5"	"1593031.25"	"1840332"	"2077680.75"	"2778879.25"	"1805849.25"	"1922767.375"	"1555452.75"	"1779023.5"	"1796809"	"1221580"	"2079305.625"	"1229285.75"	"2294046"	"2324052.75"	"1911764"	"1655052.875"	"2574636.5"	"1510891.75"	"2300161.25"	"1373874.125"	"1517858.625"	"2757257.5"	"1570336.5"	"2933939.5"	"1146504.5"	"1610311.625"	"1150151.875"	"1414801.625"	"1447086.75"	"1475626.5"	"2516355.5"	"1454819"	"1070591.875"	"869040.6875"	"1195110.625"	"1906136.75"	"1275221.375"	"1436896"	"2092381.25"	"2120116"	"1069310.75"	"2405555.25"	"1900283.75"	"1930123.75"	"1742419.75"	"1179778.875"	"1623338.125"
"ID_2294_ON"	""	""	""	""	"393.0044993"	""	""	"1"	"43.38170751"	""	""	""	""	""	""	""	""	""	""	""	"337165.6563"	"271424.7813"	"321443.125"	"198967.2188"	"208769.0313"	"268701.1875"	"237679.4531"	"283513.0938"	"201468.1719"	"244330.1094"	"257249.8281"	"236636.8438"	"292084.5625"	"296052.375"	"199368.3906"	"318083.25"	"263615.3125"	"191330.2031"	"292898.5938"	"213100.625"	"296218.6563"	"242941.7969"	"227540.9219"	"252240.1094"	"323267.8438"	"224813.375"	"248081.6875"	"290265.9063"	"235284.7188"	"169022.2031"	"353685.3438"	"259318.9688"	"249312.0156"	"239491.3438"	"203356.875"	"272097.3438"	"309183.6563"	"258195.1094"	"243871.9063"	"257728.9219"	"212460.9844"	"335968.6563"	"148547.4688"	"278952.4375"	"349212.0938"	"197289.4531"	"249325.375"	"220995.7031"	"186087.75"	"198712.9844"	"334635.9688"	"367669.875"	"250140.375"	"277319.2188"	"152591.6875"	"343122.0938"	"252432.5781"	"194975.25"	"225862.5625"	"124969.7734"	"221944.5156"
"ID_2296_ON"	""	""	""	"Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | 1-eicosyl-2-nonadecanoyl-glycero-3-phosphoserine | 1-octadecyl-2-heneicosanoyl-glycero-3-phosphoserine | Probable phospholipid-transporting ATPase ID | 1-octadecyl-2-(8Z |11Z |14Z |17Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine | 1-eicosyl-2-(6Z |9Z |12Z |15Z-octadecatetraenoyl)-glycero-3-phosphocholine | 1-hexadecyl-2-(7Z |10Z |13Z |16Z-docosatetraenoyl)-glycero-3-phosphocholine | 1-octadecyl-2-(5Z |8Z |11Z |14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine | 1-octadecyl-2-(5E |8E |11E |14E-eicosatetraenoyl)-sn-glycero-3-phosphocholine | 1-(11Z |14Z-eicosadienoyl)-2-(1Z |9Z-octadecadienyl)-sn-glycero-3-phosphocholine | 1-(11Z |14Z-eicosadienoyl)-2-(1Z |11Z-octadecadienyl)-sn-glycero-3-phosphocholine | 1-(8Z |11Z |14Z-eicosatrienoyl)-2-(1Z-octadecenyl)-sn-glycero-3-phosphocholine | 1-(5Z |8Z |11Z-eicosatrienoyl)-2-(1Z-octadecenyl)-sn-glycero-3-phosphocholine | Uteroglobin | Uteroglobin | Uteroglobin | Uteroglobin | 1-(1Z-eicosenyl)-2-(6Z |9Z |12Z-octadecatrienoyl)-glycero-3-phosphocholine | 1-(1Z-eicosenyl)-2-(9Z |12Z |15Z-octadecatrienoyl)-glycero-3-phosphocholine | 1-(1Z-octadecenyl)-2-(8Z |11Z |14Z-eicosatrienoyl)-glycero-3-phosphocholine | 1-(1Z-octadecenyl)-2-(5Z |8Z |11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine | 1-(1Z |11Z-octadecadienyl)-2-(11Z |14Z-eicosadienoyl)-sn-glycero-3-phosphocholine"	"840.6132149"	""	"M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+Na-2H | M+Na-2H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H"	"1"	"1049.550518"	""	""	""	""	"3"	""	""	""	""	""	""	"345523.75"	"213956.2188"	"165553.5313"	"177910.1875"	"154532.9844"	"262633.5"	"166275.2031"	"192002.0781"	"118779.6953"	"198824.2813"	"140056.5781"	"278045.875"	"286755.8125"	"145048.9219"	"251259.7656"	"213094.1875"	"243429.0313"	"299072.6875"	"208126.5"	"158626.4375"	"205047.6094"	"158402.4219"	"147809.25"	"171715.8281"	"275367"	"148889.4531"	"188402.1094"	"246264.875"	"138288.4688"	"166092.9063"	"171069.25"	"156908.6875"	"143643.8906"	"187405.2656"	"189868.7344"	"117340.7266"	"88374.35938"	"193022.7813"	"94054.49219"	"240230.6563"	"210140.6719"	"83453.46094"	"300492.625"	"136710.7813"	"265086.1875"	"189614.9219"	"214113.4219"	"117918.2109"	"185361.3125"	"185998.0469"	"189333.375"	"186143.5938"	"191291.3438"	"182924.6719"	"163307.2813"	"74151.28906"	"175277.9844"	"180279.8906"	"225693.2344"	"164259.4063"	"194000.6875"
"ID_23010_ON"	""	""	""	"agrobactin | Bruceoside A"	"681.2397749"	""	"M+HCOOH-H | M-H"	"1"	"523.4778573"	""	""	""	""	"3"	""	""	""	""	""	""	"8419.99707"	"24054.61523"	"6847.447266"	"9816.311523"	""	"8040.555664"	"6393.405762"	""	"33204.51953"	""	"7409.719727"	"10404.32227"	""	""	"6043.696777"	"11923.2334"	""	"7716.587402"	""	"5965.304688"	"7952.903809"	""	"8148.294922"	"5604.40332"	""	"6800.878418"	"5497.727051"	"13240.83398"	""	"6017.753906"	"22473.32617"	"35091.02344"	"8168.17627"	"7114.391602"	"14773.8623"	"6362.172363"	"6842.59082"	"27292.97461"	"9148.56543"	""	""	"13533.24316"	"7276.42041"	"6224.149414"	"6334.670898"	""	""	""	"8163.394043"	"6648.576172"	"8464.669922"	""	"8614.536133"	"8818.087891"	""	"18861.21094"	"7945.328125"	""	"14364.57324"	""	"7557.114746"
"ID_2302_ON"	""	""	""	"11R-octadecanoyloxyoctadeca-9Z |12Z |15Z-trienoic acid | 2-methylbacteriohopane-32 |33 |34 |35-tetrol | Muricadienin | Muridienin 1"	"559.4723708"	""	"M-H | M-H | M+HCOOH-H | M+HCOOH-H"	"1"	"906.7410535"	""	""	""	""	"3"	""	""	""	""	""	""	"9817.55957"	"63163.88281"	"29142.83203"	"17244.2168"	"79228.24219"	"339420.1875"	"19287.61328"	"42189.52734"	"34452.34375"	"18772.68164"	"33733.47266"	"322156.25"	"13799.13574"	"28140.5"	""	"28560.88281"	"367849.4063"	"71060.16406"	"67003.36719"	"53140.32031"	"11965.89063"	"11612.21582"	"31561.99805"	"57091.32031"	"34648.36328"	"119066.0781"	"73563"	""	"33797.87891"	"93509.14844"	"17837.18359"	"191329.7813"	"138037.9688"	"25028.11719"	"57345.77344"	"80780.10938"	"26393.41016"	"34169.89453"	"16376.71484"	""	"30571.35742"	"5571.806152"	"252669.7656"	"48773.67188"	"36407.91016"	"75004.15625"	"25584.97461"	""	"13268.93652"	"127459.5391"	"28371.38086"	"33743.00781"	"100615.2891"	"35948.38672"	""	""	"138907.9688"	"64755.15625"	""	"21037.97461"	"59583.07813"
"ID_231_ON"	""	""	""	"Pilosine | 16-bromo-9E-hexadecenoic acid | Cromakalim | Levcromakalim"	"331.1289884"	""	"M+HCOOH-H | M-H | M+HCOOH-H | M+HCOOH-H"	"1"	"441.7477954"	""	""	""	""	"3"	""	""	""	""	""	""	"408024.125"	"2152678.25"	"158516.7969"	"439057.5938"	"148497.1719"	"360028.1875"	"159864.3438"	"107545.6172"	"1084704.25"	"75870.69531"	"386090.3438"	"540537.0625"	"82173.46875"	"54442.28516"	"196829.5938"	"595944.25"	"137807.4219"	"184623.1875"	"62570.17188"	"136125.6563"	"357847.4063"	"14234.43848"	"301315.8438"	"224755.5"	"12064.12402"	"171937.6406"	"185657.0313"	"837554.625"	"96610.42969"	"195267.9688"	"1500073.375"	"3112809"	"342443.625"	"403286.0313"	"693872.375"	"168085.1719"	"203829.125"	"2748909.5"	"464729.4688"	"64298.78125"	"123400.5078"	"1857029"	"287894.9688"	"165524.8906"	"287847.75"	"10904.68066"	"82966.28125"	"85217.25"	"238014.0781"	"189417.3906"	"428012.6563"	"59162.19141"	"443608.5"	"447034.5"	"128900.7656"	"2592161"	"334602.75"	"118401.5"	"755609.8125"	"89355.69531"	"314135.1563"
"ID_2310_ON"	""	""	""	""	"462.2846637"	""	""	"1"	"574.9284993"	""	""	""	""	""	""	""	""	""	""	""	"9498.875977"	"18041.30859"	"16998.01367"	"34661.89844"	"11055.88086"	"4846.929688"	"8378.856445"	"25156.52734"	""	"85642.6875"	"5696.736328"	"14971.01074"	"343552.3438"	"8021.641113"	"37593.5625"	"37980.05078"	"9200.740234"	""	"37647.07813"	"35719.78125"	"24209.01758"	"17146.77344"	"60854.41797"	"151486.4375"	"6485.228027"	"8425.759766"	""	"11402.51367"	"17484.0293"	"14921.76855"	"57021.33984"	"5238.585938"	""	"14966.59766"	"8149.681152"	"17747.74414"	"26663.76953"	"13012.75293"	"47599.35156"	"6123.617676"	"10991.22949"	"16635.06055"	"14377.2002"	"13989.52539"	"77306.70313"	""	"138793.2969"	"7052.802734"	"65841.40625"	"9813.229492"	"23161.86523"	"87390.03906"	"8609.8125"	"78847.75781"	"21021.9668"	"21317.77734"	"59175.99609"	"22766.74023"	"6700.671387"	"130200.2656"	"15591.63867"
"ID_2317_ON"	""	""	""	"3alpha |7alpha-Dihydroxy-12-oxo-5beta-cholanate | Solute carrier organic anion transporter family member 4A1 | Solute carrier organic anion transporter family member 4A1 | Solute carrier organic anion transporter family member 4A1 | (6b |7b |13R)-6 |7-Diacetoxy-8 |14-labdadiene-13-ol | Ardisianone | 3alpha |12alpha-Dihydroxy-7-oxo-5beta-cholanate | 17beta-Hydroxy-6beta-methyl-5alpha-androstan-3-one propionate | 3beta-Hydroxy-5alpha-pregnan-20-one acetate | Annocherin A | 7alpha |12alpha-Dihydroxy-3-oxo-5alpha-cholan-24-oic Acid | 6alpha |7alpha-Dihydroxy-3-oxo-5beta-cholan-24-oic Acid | 3beta |12alpha-Dihydroxy-7-oxo-5beta-cholan-24-oic Acid | 3alpha |12alpha-Dihydroxy-7-oxo-5beta-cholan-24-oic Acid | 3beta |12alpha-Dihydroxy-7-oxo-5alpha-cholan-24-oic Acid | 3alpha |12alpha-Dihydroxy-7-oxo-5alpha-cholan-24-oic Acid | 3alpha |7beta-Dihydroxy-12-oxo-5alpha-cholan-24-oic Acid | 3alpha |7alpha-Dihydroxy-12-oxo-5alpha-cholan-24-oic Acid | 3beta |7beta-Dihydroxy-12-oxo-5alpha-cholan-24-oic Acid | 3beta |7alpha-Dihydroxy-12-oxo-5alpha-cholan-24-oic Acid | 3alpha |12alpha-Dihydroxy-15-oxo-5beta |14beta-cholan-24-oic Acid | 3alpha |12beta-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid | 7alpha |12alpha-Dihydroxy-3-oxo-5beta-cholan-24-oic Acid | 3alpha |7alpha-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid | 3alpha |7beta-Dihydroxy-6-oxo-5alpha-cholan-24-oic Acid | 3alpha |7alpha-Dihydroxy-6-oxo-5beta-cholan-24-oic Acid | 3alpha |6alpha-Dihydroxy-7-oxo-5beta-cholan-24-oic Acid | 2beta |3beta-Dihydroxy-6-oxo-5alpha-cholan-24-oic Acid | 3beta |7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid | 3beta |7alpha-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid | 3alpha |7beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid | 3alpha |11beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid | 3alpha |11alpha-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid | 3alpha |7alpha |12alpha-Trihydroxy-5alpha-chol-22-en-24-oic acid | 3alpha |12alpha-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid | 3alpha |7alpha-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid | 3alpha |12alpha |15beta-Trihydroxy-5beta-chol-8(14)-en-24-oic Acid | 3beta |7alpha |12alpha-Trihydroxychol-5-en-24-oic Acid | 6alpha |12alpha-Dihydroxy-3-oxo-5beta-cholan-24-oic Acid | 6beta |12alpha-Dihydroxy-3-oxo-5beta-cholan-24-oic Acid | 3beta |9alpha-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid | 3alpha |9alpha-Dihydroxy-11-oxo-5beta-cholan-24-oic Acid | (22E)-3alpha |6beta |7beta-Trihydroxy-5beta-chol-22-en-24-oic Acid | (22E)-3alpha |7alpha |12alpha-Trihydroxy-5beta-chol-22-en-24-oic Acid | (5Z |7E)-(1S |3R)-24-nor-9 |10-seco-5 |7 |10(19)-cholatriene-1 |3 |23-triol | 3alpha |6alpha-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid | 3alpha |6beta-Dihydroxy-12-oxo-5beta-cholan-24-oic Acid | 3alpha |7alpha |12alpha-Trihydroxy-5beta-chol-9(11)-en-24-oic Acid | 3alpha |7alpha |12beta-Trihydroxy-5beta-chol-9(11)-en-24-oic Acid | 3-Oxocholic acid | 3alpha |7alpha-Dihydroxy-22-oxo-5beta-cholan-24-oic Acid"	"405.2635614"	""	"M-H | M-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M-H | M-H | M-H | M-H | M-H | M-H"	"1"	"737.2247606"	""	""	""	""	"3"	""	""	""	""	""	""	"25939.33008"	"12071.06055"	"21734.36133"	"8799.551758"	"9344.198242"	"7962.500488"	"51422.73438"	"16865.16602"	""	"11059.70117"	"30474.73828"	"15195.02832"	"6143.018555"	"3212.582031"	"5997.118652"	"27159.39648"	"17151.78516"	"11109.66211"	"12131.12012"	"14806.26953"	"8955.461914"	"22810.39844"	"7393.272461"	"22176.54297"	"11753.91113"	"7851.271973"	"11622.03906"	"2392.087646"	"9380.705078"	"34177.23047"	"18273.66797"	"26276.48242"	"9576.59082"	"5830.999512"	"5580.553223"	"20034.33203"	"46379.04688"	"12159.43164"	"7902.60498"	"11438.86719"	""	"12270.8125"	"344424"	"24886.0293"	"8001.121582"	"3127.256104"	"7489.815918"	"49651.21875"	"21488.45898"	"13648.87988"	"5995.891113"	"4266.729492"	"22100.19141"	"11591.12305"	"20154.36328"	""	"9932.116211"	"23201.01758"	"3545.816162"	""	"27612.92383"
"ID_2321_ON"	""	""	""	""	"468.376138"	""	""	"1"	"807.1249644"	""	""	""	""	""	""	""	""	""	""	""	"178909.8438"	"100835.5313"	"193397.875"	"149118.7969"	"118790.9219"	"306498.4688"	"256267.875"	"111669.7813"	"110360.6172"	"193085.1875"	"188466.5"	"181545.0938"	"98300.36719"	"70051.42188"	"109412.7031"	"128138.1797"	"142135"	"65603.02344"	"60718.55078"	"181971.7344"	"75931.76563"	"236084.4375"	"91291.11719"	"142110.0313"	"136437.4688"	"126064.8438"	"111687.2891"	"66640.92969"	"199282.125"	"128382.9844"	"160691.7344"	"202059.0156"	"131135.0938"	"91143"	"90568.07813"	"252955.6875"	"315139.6875"	"130442.2891"	"116192.1484"	"141931.4688"	"89088.97656"	"245842.2969"	"314834.1875"	"144012.4063"	"126470.875"	"61074.86328"	"112695.7109"	"313802.0313"	"174319.1875"	"163557.75"	"80999.85938"	"74810.96094"	"213508.6719"	"160574.6875"	"112658.2734"	"28816.06836"	"148443.125"	"123912.1172"	"60397.94141"	"74612.35156"	"161473.4844"
"ID_2323_ON"	""	""	""	"Cytosolic phospholipase A2 beta | Triton | 1-octadecyl-sn-glycero-3-phosphocholine | 1-hexadecyl-2-ethyl-sn-glycero-3-phosphocholine"	"554.3815324"	""	"M+HCOOH-H | M-H | M+HCOOH-H | M+HCOOH-H"	"1"	"815.5417262"	""	""	""	""	"3"	""	""	""	""	""	""	"106610.1328"	"52369.62891"	"57730.25391"	"49459.39063"	"125125.0391"	"56603.42188"	"33929.06641"	"139305.0625"	"28313.16016"	"168867.0625"	"37176.01172"	"94703.10156"	"76011.3125"	"49487.33594"	"144459.8281"	"38921.96484"	"75618.17969"	"115657.6328"	"131045.125"	"42727.37891"	"36118.20313"	"82146.96875"	"62887.14844"	"50811.69531"	"133854"	"40066.89063"	"51095.71094"	"355460.1875"	"97290.6875"	"50087.41797"	"66666.67969"	"61937.45313"	"52159.25391"	"37858.14844"	"97808.75"	"20239.14453"	"21939.72461"	"102401.7656"	"30008.7832"	"203626.0313"	"122382.5547"	"30155.23828"	"58875.23828"	"41160.79297"	"111477.4219"	"156432.8125"	"39283.28125"	"36331.35547"	"37624.58594"	"64167.4375"	"173990.0781"	"80617.54688"	"43093.50391"	"40237.39844"	"62494.49609"	"92904.25"	"60965.44922"	"56349.17969"	"71242.40625"	"47786.38672"	"69501.36719"
